"","id","name","zipCode","districtCode","districtName","stationType","st1","st2","st3","st4","lat","lon"
"380",140,"MÉRIDA-ZACATECAS",NA,"R-N","Roma Norte","BIKE",138,141,144,138,19.416605,-99.156853
"381",141,"ZACATECAS-LUIS CABRERA",NA,"R-N","Roma Norte","BIKE,TPV",139,140,143,139,19.415905,-99.15954
"382",142,"SAN LUIS POTOSI-EJE 2 PTE. MONTERREY",NA,"R-N","Roma Norte","BIKE",139,145,146,139,19.413232,-99.164121
"383",143,"CÓRDOBA-SAN LUIS POTOSÍ",NA,"R-N","Roma Norte","BIKE",141,144,147,141,19.414303,-99.157542
"384",144,"FRONTERA-SAN LUIS POTOSÍ",NA,"R-N","Roma Norte","BIKE",140,143,148,140,19.415192,-99.154837
"385",145,"EJE 2 SUR YUCATÁN-CHIAPAS",NA,"R-N","Roma Norte","BIKE",142,147,151,142,19.41286,-99.160661
"386",146,"COAHUILA-MANZANILLO",NA,"R-N","Roma Norte","BIKE",150,152,153,150,19.410737,-99.165716
"387",147,"COAHUILA-ORIZABA",NA,"R-N","Roma Norte","BIKE",145,149,151,145,19.412182,-99.158443
"388",148,"COAHUILA-AV.CUAUHTEMOC",NA,"R-N","Roma Norte","BIKE",143,147,149,143,19.412829,-99.155116
"389",149,"MÉRIDA-ANTONIO ANZA",NA,"R-N","Roma Norte","BIKE",143,147,148,143,19.41199,-99.155699
"390",151,"CAMPECHE-TONALÁ",NA,"ROM","Roma Sur","BIKE",145,147,155,145,19.410529,-99.160873
"391",152,"TLACOTALPAN-CAMPECHE",NA,"ROM","Roma Sur","BIKE,TPV",146,150,157,146,19.409098,-99.167181
"392",153,"MANZANILLO-TLAXCALA",NA,"ROM","Roma Sur","BIKE",154,157,161,154,19.407468,-99.165141
"393",155,"JALAPA-TLAXCALA",NA,"ROM","Roma Sur","BIKE",151,156,158,151,19.408218,-99.159911
"394",156,"TEPIC-AMENALCO",NA,"ROM","Roma Sur","BIKE",153,155,162,153,19.407121,-99.162202
"395",157,"TEPIC-TLACOTALPAN",NA,"ROM","Roma Sur","BIKE",153,154,161,153,19.406236,-99.166616
"396",158,"HUATABAMPO-EJE 1PTE. CUAUHTÉMOC",NA,"ROM","Roma Sur","BIKE,TPV",155,159,163,155,19.407447,-99.155717
"397",159,"HUATABAMPO-EJE 1 PTE. AV. CUAUHTÉMOC",NA,"ROM","Roma Sur","BIKE",155,158,163,155,19.407517,-99.155373
"398",161,"QUINTANA ROO-MANZANILLO",NA,"ROM","Roma Sur","BIKE",153,157,162,153,19.405533,-99.164913
"399",162,"TEHUANTEPEC-MEDELLÍN",NA,"ROM","Roma Sur","BIKE",156,161,165,156,19.404907,-99.162485
"400",163,"TOLUCA-BAJÍO",NA,"ROM","Roma Sur","BIKE",158,159,165,158,19.405246,-99.156431
"401",164,"BAJÍO-TLACOTALPAN",NA,"ROM","Roma Sur","BIKE",157,161,162,157,19.403204,-99.16596
"402",165,"BAJÍO-EJE 2 PTE. MONTERREY",NA,"ROM","Roma Sur","BIKE",156,162,163,156,19.404268,-99.160503
"403",409,"AZORES-DIVISIÓN DEL NORTE","3310","SCA","Santa Cruz Atoyac","BIKE",408,410,430,408,19.365102,-99.155499
"404",410,"PROLONGACIÓN TAJÍN-PROLONGACIÓN REPÚBLICAS","3310","SCA","Santa Cruz Atoyac","BIKE",407,408,409,407,19.36564,-99.158063
"405",411,"PARROQUIA-AVENIDA MÉXICO-COYOACAN","3310","SCA","Santa Cruz Atoyac","BIKE",412,425,427,412,19.367864,-99.163626
"406",412,"PARROQUIA-AVENIDA UNIVERSIDAD","3310","SCA","Santa Cruz Atoyac","BIKE,TPV",411,425,426,411,19.3684182,-99.1654145
"407",406,"PARROQUIA AV. MEXICO-COYOACAN","3310","SCA","Santa Cruz Atoyac","BIKE",402,407,411,402,19.367831,-99.163261
"408",427,"AVENIDA MÉXICO-COYOACAN-AV. POPOCATEPETL (EJE ","3310","SCA","Santa Cruz Atoyac","BIKE",411,412,426,411,19.365023,-99.162993
"409",429,"PIRINEOS-AV. POPOCATEPETL (EJE 8)","3310","SCA","Santa Cruz Atoyac","BIKE",428,430,431,428,19.363071,-99.158292
"410",430,"TRIPOLI-AV. POPOCATEPETL (EJE 8)","3310","SCA","Santa Cruz Atoyac","BIKE",409,429,431,409,19.362139,-99.154974
"411",401,"SAN LORENZO-AVENIDA CUAUHTEMOC","3310","SCA","Santa Cruz Atoyac","BIKE",400,402,403,400,19.372147,-99.16158
"412",403,"UXMAL-MUNICIPIO LIBRE","3310","SCA","Santa Cruz Atoyac","BIKE",401,402,405,401,19.371371,-99.158639
"413",184,"GRAL GÓMEZ PEDRAZA-GOBERNADOR TIBURCIO M",NA,"SMC","San Miguel Chapultepec ","BIKE,TPV",185,186,187,185,19.41479,-99.18508
"414",185,"GRAL ANTONIO LÉON-GRAL PEDRO A DE LOS S.",NA,"SMC","San Miguel Chapultepec ","BIKE",176,187,190,176,19.4128,-99.1828
"415",186,"GREGORIO V GELATI-FRANCISCO MOLINOS DEL C",NA,"SMC","San Miguel Chapultepec ","BIKE",187,188,189,187,19.41249,-99.18875
"416",187,"GENERAL CANO-GOBERNADOR GREGORIO V GELATI",NA,"SMC","San Miguel Chapultepec ","BIKE",176,189,190,176,19.41123,-99.18551
"417",188,"GDOR MELCHOR MÚZQUIZ-GDOR IGNACIO ESTEVA ",NA,"SMC","San Miguel Chapultepec ","BIKE,TPV",186,187,189,186,19.41171,-99.19014
"418",189,"GDOR RAFAEL REBOLLAR-GDOR JOSÉ CEBALLOS",NA,"SMC","San Miguel Chapultepec ","BIKE",186,187,188,186,19.41004,-99.18798
"419",190,"GDOR IGNACIO ESTEVA-MTRO JOSÉ VASCONCELOS",NA,"SMC","San Miguel Chapultepec ","BIKE",177,187,177,187,19.409569,-99.183833
"420",191,"GDOR RAFAEL REBOLLAR-GDOR VICENTE EGUIA",NA,"SMC","San Miguel Chapultepec ","BIKE",176,189,190,176,19.4079,-99.18795
"421",364,"BOTICHELLI-CDA. DE GIORGONE","3700","SMN","Santa María Nonoalco","BIKE",351,352,351,352,19.383063,-99.185858
"422",365,"HOLBEIN-AVENIDA REVOLUCIÓN","3700","SMN","Santa María Nonoalco","BIKE",352,363,364,352,19.381117,-99.186687
"423",352,"TINTORETO-GIORGINE","3700","SMN","Santa María Nonoalco","BIKE,TPV",351,364,351,364,19.384114,-99.185447
"424",351,"CALLE 27-AVENIDA REVOLUCIÓN","3800","SPP","San Pedro de los Pinos","BIKE",332,352,364,332,19.385751,-99.186297
"425",312,"AVENIDA 2-CALLE 7","3800","SPP","San Pedro de los Pinos","BIKE,TPV",310,311,328,310,19.392634,-99.183737
"426",328,"AVENIDA 1-CALLE 7","3800","SPP","San Pedro de los Pinos","BIKE",311,312,329,311,19.392586,-99.184742
"427",329,"CALLE 13-AVENIDA 1","3800","SPP","San Pedro de los Pinos","BIKE",312,328,330,312,19.390306,-99.184812
"428",330,"CALLE 15-AVENIDA PATRIOTISMO","3800","SPP","San Pedro de los Pinos","BIKE",329,331,332,329,19.389358,-99.182606
"429",331,"AVENIDA 2-CALLE 17","3800","SPP","San Pedro de los Pinos","BIKE",329,330,332,329,19.388547,-99.183971
"430",332,"SUR DE CALLE 27-AVENIDA 3","3800","SPP","San Pedro de los Pinos","BIKE",330,331,333,330,19.385508,-99.183809
"431",263,"SADI CARNOT-GÓMEZ FARIAS ",NA,"S-R","San Rafael","BIKE,TPV",85,86,256,85,19.436274,-99.158425
"432",256,"GÓMEZ FARÍAS-SADI CARNOT ",NA,"S-R","San Rafael","BIKE",254,259,254,259,19.4372,-99.15816
"433",257,"MANUEL MARIA CONTRERAS-VILLALONGIN ",NA,"S-R","San Rafael","BIKE",183,255,183,255,19.4338,-99.16622
"434",254,"ALFONSO HERRERA-MIGUEL SHULTZ ",NA,"S-R","San Rafael","BIKE",160,174,256,160,19.43935,-99.16007
"435",183,"GABINO BARRERA-GUILLERMO PRIETO",NA,"S-R","San Rafael","BIKE",160,174,255,160,19.43767,-99.16402
"436",160,"ALFONSO HERRERA-GABINO BARRERA",NA,"S-R","San Rafael","BIKE",174,183,254,174,19.44025,-99.16346
"437",103,"JOAQUÍN VELÁZQUEZ DE LEÓN-GARCÍA ICAZBALCETA",NA,"S-R","San Rafael","BIKE",103,103,103,103,19.441669,-99.165217
"438",85,"ROSAS MORENO-SULLIVAN","06470","S-R","San Rafael","BIKE",1,3,12,1,19.43425,-99.162508
"439",10,"REFORMA-RAMIREZ","06500","TAB","Tabacalera","BIKE,TPV",26,26,26,26,19.433321,-99.154752
"440",8,"REFORMA-GENERAL PRIM","06500","TAB","Tabacalera","BIKE",3,20,86,3,19.431141,-99.158317
"441",270,"DE LA REPUBLICA-PONCIANO ARRIAGA ",NA,"TAB","Tabacalera","BIKE,TPV",270,270,270,270,19.43676,-99.15387
"442",450,"RAMOS ARIZPE-PUENTE DE ALVARADO",NA,"TAB","Tabacalera","BIKE",450,450,450,450,19.43836,-99.152226
"443",392,"PATRICIO SANZ-FELIX CUEVAS","3200","TLA","Tlacoquemecatl","BIKE",380,393,394,380,19.3730067,-99.1747749
"444",393,"ADOLFO PRIETO-FELIX CUEVAS","3200","TLA","Tlacoquemecatl","BIKE,TPV",380,392,394,380,19.372796,-99.172558
"445",370,"TLACOQUEMECATL-AV. INSURGENTES","3200","TLA","Tlacoquemecatl","BIKE",361,369,371,361,19.378818,-99.177054
"446",371,"TLACOQUEMECATL-CAPULIN","3200","TLA","Tlacoquemecatl","BIKE",361,369,370,361,19.378542,-99.174328
"447",380,"MORAS-SAN LORENZO","3200","TLA","Tlacoquemecatl","BIKE",392,393,394,392,19.374876,-99.173512
"448",381,"SAN LORENZO-MANZANAS","3200","TLA","Tlacoquemecatl","BIKE",382,387,389,382,19.375541,-99.177894
"449",382,"SAN LORENZO-AV. INSURGENTES"," 3200 ","TLA","Tlacoquemecatl","BIKE",381,387,389,381,19.375591,-99.178084
"450",441,"PUENTE XOCO-REAL DE MAYORAZGO","3330","XOC","Xoco","BIKE",433,440,442,433,19.361215,-99.167527
"451",442,"REAL DE MAYORAZGO-AVENIDA MÉXICO-COYOACAN","3330","XOC","Xoco","BIKE,TPV",432,443,444,432,19.359905,-99.1653
"452",426,"CERRADA DE POPOCATEPETL-AV. POPOCATEPETL (EJE ","3330","XOC","Xoco","BIKE",411,412,425,411,19.365519,-99.166017
